year,round,type,institute,program,quota,category,gender,orank,crank,hist_crank_mean,hist_crank_min,hist_crank_max,hist_crank_count,candidate_rank,admitted,rank_diff,rank_ratio
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,403,302,302.0,302.0,302.0,0,258,1,-44.0,0.8543046074733575
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,403,302,302.0,302.0,302.0,0,388,0,86.0,1.2847681693785376
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,403,302,302.0,302.0,302.0,0,323,0,21.0,1.0695363884259474
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,403,302,302.0,302.0,302.0,0,362,0,60.0,1.1986754569975016
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,258,1,-41.0,0.8628762253218655
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,231,1,-68.0,0.7725752249974842
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,221,1,-78.0,0.7391304100625281
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,368,0,69.0,1.2307691896063817
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,303,0,4.0,1.0133778925291677
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only,299,299,299.0,299.0,299.0,0,391,0,92.0,1.3076922639567805
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,1445,1,-144.0,0.9093769609227378
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,1567,1,-22.0,0.9861548081425122
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,1120,1,-469.0,0.7048458105421913
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,1710,0,121.0,1.0761485143099527
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,1960,0,371.0,1.2334801684488348
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1166,1589,1589.0,1589.0,1589.0,0,2008,0,419.0,1.2636878460435002
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,2904,1,-1103.0,0.7247317176822268
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,3464,1,-543.0,0.8644871453344468
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,3771,1,-236.0,0.9411030672795031
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,4250,0,243.0,1.0606438705748842
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,4760,0,753.0,1.1879211350438703
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,3396,4007,4007.0,4007.0,4007.0,0,4519,0,512.0,1.1277763885006828
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,111,1,-26.0,0.8102189189621227
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,137,1,0.0,0.9999999270073046
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,125,1,-12.0,0.912408692524913
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,171,0,34.0,1.248175091374081
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,143,0,6.0,1.0437955442485003
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,137,137,137.0,137.0,137.0,0,159,0,22.0,1.1605838568916893
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,854,1,-74.0,0.9202586107730754
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,715,1,-213.0,0.7704741296285116
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,748,1,-180.0,0.8060344740729044
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,940,0,12.0,1.0129310235675537
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,1165,0,237.0,1.2553879175065958
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,928,928.0,928.0,928.0,0,1186,0,258.0,1.278017227607573
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,1558,1,-100.0,0.9396863634518313
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,1566,1,-92.0,0.9445114538931758
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,1572,1,-86.0,0.9481302717241842
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,1995,0,337.0,1.203256928810272
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,2138,0,480.0,1.289505420449304
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only,1658,1658,1658.0,1658.0,1658.0,0,1793,0,135.0,1.0814233951663246
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,1527,1,-340.0,0.8178896581794877
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,1461,1,-406.0,0.782538828159942
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,1733,1,-134.0,0.9282270973314029
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,2025,0,158.0,1.0846277392360593
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,2283,0,416.0,1.2228173474942832
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,327,1867,1867.0,1867.0,1867.0,0,2193,0,326.0,1.1746116701949028
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,3195,1,-841.0,0.7916253696936933
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,3674,1,-362.0,0.9103072326305569
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,3680,1,-356.0,0.9117938530431272
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,4265,0,229.0,1.056739343268733
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,4316,0,280.0,1.0693756167755806
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,3539,4036,4036.0,4036.0,4036.0,0,5107,0,1071.0,1.2653617411661007
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1212,1,-231.0,0.8399168340962104
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1223,1,-220.0,0.8475398416663906
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1255,1,-188.0,0.8697158636887328
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1467,0,24.0,1.0166320095867498
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1764,0,321.0,1.2224532139816133
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,981,1443,1443.0,1443.0,1443.0,0,1717,0,274.0,1.189882181636298
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,2125,1,-119.0,0.9469696927496893
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,1882,1,-362.0,0.8386809231787837
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,1932,1,-312.0,0.8609625630081882
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,2912,0,668.0,1.2976827036645155
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,2624,0,380.0,1.1693404582471458
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only,2244,2244,2244.0,2244.0,2244.0,0,2918,0,674.0,1.300356500444044
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,895,1,-51.0,0.9460887849250658
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,824,1,-122.0,0.8710359315958147
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,777,1,-169.0,0.821353056856733
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,1039,0,93.0,1.0983086564660818
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,988,0,42.0,1.044397451961972
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,935,946,946.0,946.0,946.0,0,1230,0,284.0,1.3002114027461797
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,879,1,-79.0,0.9175365248691386
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,875,1,-83.0,0.9133611595682551
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,889,1,-69.0,0.9279749381213472
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,1238,0,280.0,1.2922755606234284
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,1094,0,136.0,1.1419624097916241
2020,6,IIT,Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only,958,958,958.0,958.0,958.0,0,1064,0,106.0,1.1106471700349982
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,1736,1,-578.0,0.750216072816698
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,1855,1,-459.0,0.8016421745823588
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,1927,1,-387.0,0.8327571269111619
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,2770,0,456.0,1.1970613604275653
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,2789,0,475.0,1.2052722506254439
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,964,2314,2314.0,2314.0,2314.0,0,2414,0,100.0,1.0432152072462608
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,3955,1,-1325.0,0.7490530288843693
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,4687,1,-593.0,0.8876893922581641
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,5023,1,-257.0,0.9513257557740042
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,6658,0,1378.0,1.2609848460966198
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,5566,0,286.0,1.0541666646701389
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only,2053,5280,5280.0,5280.0,5280.0,0,5608,0,328.0,1.062121210109619
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,139,1,-6.0,0.9586206235434053
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,126,1,-19.0,0.868965457312727
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,137,1,-8.0,0.9448275210463778
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,179,0,34.0,1.2344826734839536
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,152,0,7.0,1.0482757897740835
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,62,145,145.0,145.0,145.0,0,185,0,40.0,1.2758619809750358
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,53,1,-15.0,0.779411650086522
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,53,1,-15.0,0.779411650086522
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,60,1,-8.0,0.8823528114187041
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,89,0,21.0,1.3088233369377444
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,86,0,18.0,1.2647056963668093
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only,68,68,68.0,68.0,68.0,0,74,0,6.0,1.0882351340830685
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,486,1,-22.0,0.9566928945532895
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,462,1,-46.0,0.9094488009951024
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,466,1,-42.0,0.9173228165881335
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,661,0,153.0,1.301181076748404
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,515,0,7.0,1.0137795076027656
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,352,508,508.0,508.0,508.0,0,664,0,156.0,1.3070865884431775
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1185,1,-229.0,0.8380480845965482
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1311,1,-103.0,0.927156994857447
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1352,1,-62.0,0.956152751370914
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1637,0,223.0,1.1577086198181852
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1781,0,367.0,1.2595473744020695
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only,876,1414,1414.0,1414.0,1414.0,0,1664,0,250.0,1.1768033863026635
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,21,1,-5.0,0.8076919970415396
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,20,1,-6.0,0.7692304733728949
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,25,1,-1.0,0.9615380917161186
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,29,0,3.0,1.1153841863906975
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,33,0,7.0,1.2692302810652765
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,26,26,26.0,26.0,26.0,0,33,0,7.0,1.2692302810652765
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,911,1,-123.0,0.8810444789067265
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,1012,1,-22.0,0.9787233947899092
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,780,1,-254.0,0.7543520236523016
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,1043,0,9.0,1.0087040521401929
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,1338,0,304.0,1.2940038559574096
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,428,1034,1034.0,1034.0,1034.0,0,1149,0,115.0,1.1112185579185827
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,2516,1,-781.0,0.7631179837333394
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,2347,1,-950.0,0.7118592638402812
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,3122,1,-175.0,0.9469214408646605
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,3470,0,173.0,1.0524719409994785
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,3531,0,234.0,1.0709736091265587
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only,1431,3297,3297.0,3297.0,3297.0,0,4090,0,793.0,1.2405216826189818
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,238,666,666.0,666.0,666.0,0,581,1,-85.0,0.8723723592736883
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,238,666,666.0,666.0,666.0,0,543,1,-123.0,0.8153153030733439
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,238,666,666.0,666.0,666.0,0,573,1,-93.0,0.8603603474420368
2020,6,IIT,Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,238,666,666.0,666.0,666.0,0,691,0,25.0,1.037537521958896
